Year,Threat_Category,Layer,Severity,Incident_Count,Mitigation_Effectiveness,Reported_Cases
2021,DDoS Attack,IaaS,Medium,44,2.4,53
2019,Supply Chain Compromise,IaaS,Low,1,5.8,0
2019,Zero-Day Vulnerability,SaaS,Medium,41,4.7,35
2020,Malware Injection,PaaS,Low,17,8.8,17
2021,Misconfiguration,PaaS,Medium,18,4.8,10
2024,Supply Chain Compromise,PaaS,High,60,2.3,32
2019,Phishing,IaaS,Medium,24,6.4,21
2020,Container Escape,PaaS,Low,22,9.0,19
2020,Malware Injection,PaaS,Low,29,5.9,25
2020,Supply Chain Compromise,SaaS,High,103,4.6,77
2021,Misconfiguration,IaaS,Medium,19,5.2,14
2024,DDoS Attack,IaaS,Medium,45,5.7,31
2024,Phishing,SaaS,Low,4,7.5,2
2021,API Abuse,PaaS,Medium,36,6.1,22
2023,Insider Threat,PaaS,Low,8,3.7,6
2024,Data Breach,IaaS,Medium,52,5.5,36
2021,DDoS Attack,PaaS,Medium,52,6.1,61
2020,Phishing,IaaS,Medium,12,8.4,9
2022,Insider Threat,IaaS,Medium,56,6.1,30
2019,Zero-Day Vulnerability,SaaS,Medium,32,5.2,37
2022,Insider Threat,IaaS,Low,25,8.2,27
2019,Misconfiguration,PaaS,Low,27,8.6,29
2021,Phishing,PaaS,High,59,1.6,38
2023,Zero-Day Vulnerability,PaaS,Low,44,5.1,34
2020,DDoS Attack,PaaS,Low,22,7.9,18
2022,Misconfiguration,PaaS,Low,6,7.7,7
2022,Data Breach,IaaS,Low,33,6.7,35
2021,Data Breach,PaaS,Low,6,8.0,6
2021,API Abuse,IaaS,High,64,2.3,66
2019,Data Breach,PaaS,Low,45,8.3,54
2023,Zero-Day Vulnerability,SaaS,Low,22,6.4,12
2021,DDoS Attack,PaaS,Low,1,6.1,0
2024,DDoS Attack,IaaS,Low,2,5.9,1
2019,Data Breach,PaaS,Low,1,8.2,0
2023,Misconfiguration,SaaS,Medium,38,5.5,33
2019,Misconfiguration,PaaS,Medium,33,3.7,37
2019,Zero-Day Vulnerability,IaaS,Low,33,7.1,20
2024,Insider Threat,PaaS,Low,18,7.5,19
2020,Container Escape,IaaS,Low,26,5.9,33
2019,DDoS Attack,IaaS,High,57,5.0,56
2020,API Abuse,IaaS,Low,23,5.1,29
2022,Container Escape,SaaS,Low,32,6.1,17
2020,Zero-Day Vulnerability,PaaS,High,105,3.7,74
2023,Supply Chain Compromise,IaaS,High,53,3.9,28
2021,API Abuse,SaaS,Low,13,8.0,9
2021,Malware Injection,PaaS,Low,36,6.5,18
2019,Data Breach,IaaS,Medium,32,5.2,20
2020,Insider Threat,IaaS,Medium,49,3.7,20
2020,Supply Chain Compromise,SaaS,Low,10,5.3,8
2024,Misconfiguration,IaaS,Medium,24,5.9,15
2020,Insider Threat,IaaS,Medium,51,5.5,49
2023,Malware Injection,IaaS,Medium,23,5.4,22
2022,Data Breach,IaaS,Medium,59,8.4,72
2022,API Abuse,IaaS,Medium,44,5.1,28
2024,Zero-Day Vulnerability,IaaS,High,84,2.0,73
2021,Data Breach,IaaS,Low,38,7.6,43
2021,Malware Injection,IaaS,Medium,54,5.7,46
2019,DDoS Attack,IaaS,Low,37,7.2,24
2023,Misconfiguration,SaaS,Medium,20,5.0,12
2022,Data Breach,PaaS,Low,39,6.2,37
2023,Phishing,SaaS,Low,22,7.4,10
2024,Phishing,PaaS,Medium,13,5.6,7
2019,Insider Threat,SaaS,Low,19,6.8,10
2022,API Abuse,IaaS,Low,43,7.8,32
2024,Phishing,IaaS,Medium,56,7.5,57
2020,Container Escape,SaaS,High,83,7.8,50
2024,Malware Injection,PaaS,Medium,32,3.7,16
2020,Insider Threat,PaaS,Low,11,6.0,7
2019,Zero-Day Vulnerability,PaaS,Medium,43,6.9,51
2020,Phishing,PaaS,Low,16,7.5,10
2024,Zero-Day Vulnerability,SaaS,Low,28,8.5,32
2024,Zero-Day Vulnerability,PaaS,Medium,35,6.5,20
2023,API Abuse,IaaS,Medium,59,6.4,55
2022,Misconfiguration,PaaS,Medium,73,4.0,47
2021,Container Escape,IaaS,Medium,42,2.2,33
2020,Insider Threat,SaaS,Medium,29,4.4,25
2020,Zero-Day Vulnerability,SaaS,Low,9,7.1,7
2020,API Abuse,IaaS,Low,1,8.2,1
2019,Data Breach,PaaS,Medium,77,5.0,81
2024,Misconfiguration,IaaS,Low,12,5.7,9
2019,Malware Injection,SaaS,Low,6,7.9,5
2019,Data Breach,SaaS,Low,9,4.7,6
2020,Insider Threat,SaaS,Low,38,7.2,31
2023,Supply Chain Compromise,IaaS,Low,30,6.0,35
2020,Container Escape,SaaS,Medium,36,5.7,39
2020,Supply Chain Compromise,PaaS,Medium,48,6.7,36
2023,Supply Chain Compromise,PaaS,High,116,4.3,64
2024,Insider Threat,PaaS,Low,9,10.0,7
2023,Insider Threat,IaaS,Low,1,6.5,0
2020,Zero-Day Vulnerability,IaaS,Low,65,10.0,33
2022,DDoS Attack,PaaS,High,43,1.3,55
2021,API Abuse,PaaS,Low,46,6.1,50
2021,Insider Threat,PaaS,High,49,2.4,56
2020,Data Breach,IaaS,Low,19,4.5,17
2024,Supply Chain Compromise,PaaS,Low,55,6.3,69
2024,Container Escape,IaaS,Medium,43,4.3,41
2019,Insider Threat,IaaS,Medium,40,9.2,47
2019,Supply Chain Compromise,SaaS,Medium,40,8.0,31
2024,Zero-Day Vulnerability,PaaS,Medium,66,7.4,34
2023,Malware Injection,SaaS,Low,41,5.1,44
2022,Container Escape,PaaS,Low,38,6.0,28
2024,DDoS Attack,IaaS,Low,2,5.0,2
2021,Malware Injection,IaaS,High,40,4.0,19
2024,DDoS Attack,IaaS,Low,24,5.7,30
2021,Misconfiguration,PaaS,Low,19,7.8,23
2023,API Abuse,IaaS,Medium,49,5.3,25
2022,Insider Threat,SaaS,Low,44,6.8,54
2019,Data Breach,IaaS,Low,17,8.2,6
2024,Data Breach,SaaS,Low,8,6.9,4
2023,Misconfiguration,IaaS,Medium,37,5.2,36
2020,API Abuse,SaaS,Low,17,8.8,7
2019,DDoS Attack,IaaS,High,58,3.2,56
2023,Data Breach,IaaS,Medium,85,2.9,46
2020,Malware Injection,PaaS,Low,15,4.9,10
2020,Zero-Day Vulnerability,SaaS,Medium,34,3.9,19
2019,Misconfiguration,IaaS,Low,1,9.5,1
2023,Zero-Day Vulnerability,SaaS,Low,55,6.1,63
2021,DDoS Attack,PaaS,High,60,4.0,38
2023,Supply Chain Compromise,PaaS,Low,24,6.9,29
2019,Phishing,IaaS,Medium,45,5.7,25
2024,API Abuse,PaaS,Medium,47,5.1,47
2021,Insider Threat,IaaS,Medium,31,7.5,27
2019,Data Breach,PaaS,Medium,39,7.3,38
2020,Phishing,IaaS,Low,1,8.1,0
2022,Data Breach,IaaS,High,80,3.7,98
2019,API Abuse,IaaS,High,53,3.5,21
2022,Supply Chain Compromise,IaaS,Medium,23,6.1,23
2020,DDoS Attack,SaaS,Low,15,8.0,10
2023,Data Breach,PaaS,Medium,37,6.7,40
2023,Container Escape,PaaS,High,85,2.6,106
2022,Misconfiguration,SaaS,Low,1,8.6,0
2021,API Abuse,IaaS,High,48,4.7,60
2024,Misconfiguration,SaaS,Medium,28,5.8,16
2020,DDoS Attack,IaaS,Low,33,6.7,32
2023,Insider Threat,SaaS,High,75,4.3,43
2019,API Abuse,IaaS,Low,24,6.9,24
2021,DDoS Attack,SaaS,Low,48,8.5,33
2021,Phishing,IaaS,Low,20,7.5,25
2020,Insider Threat,PaaS,High,41,4.1,35
2023,Zero-Day Vulnerability,PaaS,Medium,91,4.2,67
2024,Data Breach,SaaS,Medium,70,3.8,34
2019,DDoS Attack,IaaS,Low,46,8.2,50
2020,Insider Threat,PaaS,Medium,75,5.1,79
2019,Malware Injection,PaaS,Low,1,6.0,0
2022,Data Breach,IaaS,Low,30,4.7,18
2024,Supply Chain Compromise,IaaS,Medium,53,5.9,45
2023,DDoS Attack,PaaS,High,61,3.6,65
2020,Phishing,SaaS,Low,31,5.5,13
2020,Insider Threat,PaaS,Low,40,6.3,51
2023,Phishing,SaaS,Medium,30,9.4,22
2019,Insider Threat,IaaS,Low,1,9.3,1
2021,DDoS Attack,PaaS,Low,66,8.0,38
2024,Malware Injection,IaaS,Medium,14,4.7,9
2019,Malware Injection,IaaS,Low,15,6.9,16
2019,API Abuse,PaaS,Medium,47,2.4,39
2020,Data Breach,SaaS,High,93,5.0,94
2022,Malware Injection,PaaS,Low,22,8.0,11
2019,Phishing,IaaS,Low,8,7.4,10
2024,Data Breach,SaaS,Low,31,8.2,22
2020,Misconfiguration,IaaS,Medium,43,5.7,39
2019,Supply Chain Compromise,IaaS,Medium,44,7.2,44
2020,DDoS Attack,IaaS,Medium,80,4.5,78
2023,Phishing,IaaS,Low,26,8.4,21
2021,Insider Threat,SaaS,High,65,2.7,41
2024,Data Breach,IaaS,High,72,3.5,62
2019,API Abuse,IaaS,Medium,20,4.2,19
2022,Supply Chain Compromise,IaaS,Low,11,6.7,12
2022,Container Escape,PaaS,Low,20,7.2,10
2021,Phishing,IaaS,High,76,1.7,81
2020,Misconfiguration,IaaS,High,41,1.0,31
2024,Misconfiguration,PaaS,High,48,3.3,30
2024,Data Breach,PaaS,Low,14,4.8,15
2021,DDoS Attack,IaaS,High,88,6.8,94
2019,API Abuse,IaaS,High,81,1.3,44
2019,Zero-Day Vulnerability,IaaS,High,88,1.0,60
2020,Zero-Day Vulnerability,IaaS,Medium,60,6.9,74
2024,Data Breach,PaaS,High,44,6.8,18
2022,DDoS Attack,SaaS,Low,50,6.4,38
2019,Data Breach,IaaS,High,49,5.6,61
2020,Insider Threat,PaaS,High,38,5.3,44
2021,Zero-Day Vulnerability,IaaS,Low,32,6.4,27
2024,API Abuse,PaaS,Medium,36,6.0,15
2022,Insider Threat,PaaS,Low,60,6.8,41
2021,Malware Injection,IaaS,Medium,49,7.3,38
2020,Zero-Day Vulnerability,IaaS,Medium,62,5.3,46
2022,Zero-Day Vulnerability,SaaS,Medium,27,1.9,31
2020,Data Breach,IaaS,High,58,3.7,55
2022,Misconfiguration,SaaS,High,92,2.7,96
2022,Container Escape,SaaS,Medium,65,5.1,81
2024,DDoS Attack,SaaS,Low,33,7.1,38
2022,Data Breach,IaaS,Medium,44,4.9,26
2019,Phishing,PaaS,Medium,47,2.3,52
2021,Zero-Day Vulnerability,IaaS,Low,46,8.8,57
2020,Supply Chain Compromise,PaaS,Low,41,4.5,50
2020,Supply Chain Compromise,SaaS,Low,7,5.0,6
2019,Phishing,SaaS,High,72,1.0,64
2024,API Abuse,PaaS,Low,10,5.8,5
2020,Data Breach,IaaS,Medium,52,2.6,44
2023,Container Escape,IaaS,Low,54,7.3,26
2022,Zero-Day Vulnerability,IaaS,Low,52,8.0,32
2019,DDoS Attack,SaaS,Low,33,10.0,16
2019,Phishing,IaaS,Medium,24,6.4,13
2024,Insider Threat,SaaS,Low,8,8.0,7
2024,Zero-Day Vulnerability,PaaS,Low,1,7.6,1
2022,Phishing,SaaS,High,62,1.0,25
2019,API Abuse,PaaS,Low,14,7.8,16
2019,Malware Injection,PaaS,Low,13,6.1,11
2022,Misconfiguration,PaaS,Medium,34,4.7,39
2023,Supply Chain Compromise,IaaS,Medium,42,7.8,50
2023,DDoS Attack,IaaS,High,59,4.8,33
2019,Supply Chain Compromise,PaaS,Medium,56,5.9,55
2021,Insider Threat,PaaS,Low,55,8.9,69
2024,Container Escape,PaaS,Medium,88,5.5,69
2022,Malware Injection,IaaS,Medium,25,5.2,26
2022,DDoS Attack,SaaS,Medium,78,7.4,41
2020,Insider Threat,PaaS,High,51,4.2,31
2022,Insider Threat,IaaS,Low,37,7.7,25
2023,Phishing,IaaS,Medium,31,4.5,13
2021,Container Escape,PaaS,High,53,5.7,54
2021,Insider Threat,PaaS,High,64,4.0,40
2019,Malware Injection,SaaS,High,69,3.3,33
2023,Insider Threat,IaaS,Medium,32,5.8,19
2024,DDoS Attack,PaaS,High,59,5.3,66
2023,Container Escape,PaaS,Medium,9,3.4,9
2019,Insider Threat,PaaS,Low,38,7.0,45
2020,Zero-Day Vulnerability,PaaS,Medium,80,5.4,45
2019,Misconfiguration,SaaS,Low,62,7.1,50
2020,Malware Injection,PaaS,Low,33,6.6,17
2023,API Abuse,IaaS,Low,13,7.6,11
2019,Zero-Day Vulnerability,IaaS,Low,69,6.5,70
2024,Data Breach,PaaS,Low,46,7.2,59
2022,Malware Injection,PaaS,Low,13,7.8,15
2022,Supply Chain Compromise,IaaS,Medium,83,5.8,62
2021,Misconfiguration,IaaS,Medium,33,4.7,14
2019,API Abuse,PaaS,Low,39,8.1,39
2021,DDoS Attack,SaaS,Low,50,6.3,34
2019,API Abuse,SaaS,Medium,70,4.2,70
2019,Misconfiguration,IaaS,Low,44,9.1,51
2024,Misconfiguration,PaaS,Medium,31,5.3,36
2021,Container Escape,PaaS,High,25,3.8,25
2022,Zero-Day Vulnerability,IaaS,Medium,40,3.3,50
2024,Supply Chain Compromise,SaaS,Medium,66,5.8,84
2021,Insider Threat,IaaS,Low,20,7.2,24
2022,Zero-Day Vulnerability,SaaS,Medium,84,4.7,65
2021,Insider Threat,IaaS,High,58,2.8,24
2020,Supply Chain Compromise,IaaS,High,90,3.7,114
2020,API Abuse,PaaS,Low,31,6.4,39
2023,Container Escape,IaaS,High,47,3.7,18
2019,Misconfiguration,IaaS,Low,22,8.7,17
2019,Zero-Day Vulnerability,PaaS,Medium,59,7.9,36
2020,DDoS Attack,SaaS,High,57,3.1,55
2020,Malware Injection,PaaS,Medium,43,2.6,33
2024,Container Escape,IaaS,Low,16,8.7,9
2020,Phishing,IaaS,Medium,33,2.6,34
2022,Phishing,SaaS,Low,1,7.6,0
2023,Misconfiguration,PaaS,High,92,3.1,62
2019,Misconfiguration,SaaS,Medium,22,3.2,14
2019,API Abuse,SaaS,Low,26,7.8,29
2021,API Abuse,SaaS,Low,10,9.1,7
2020,Data Breach,IaaS,Low,30,8.8,22
2022,Supply Chain Compromise,PaaS,High,73,4.1,78
2021,Phishing,PaaS,Medium,47,4.4,35
2024,Zero-Day Vulnerability,IaaS,Low,36,9.1,26
2024,Phishing,IaaS,Low,37,9.3,21
2020,Supply Chain Compromise,PaaS,High,73,4.8,54
2020,Phishing,IaaS,High,81,3.5,50
2021,API Abuse,SaaS,High,52,5.8,31
2020,Container Escape,PaaS,High,111,2.9,66
2019,Supply Chain Compromise,IaaS,High,55,4.5,35
2024,Supply Chain Compromise,IaaS,Low,34,6.1,42
2023,Container Escape,PaaS,High,83,5.0,104
2020,Malware Injection,PaaS,Medium,3,10.0,3
2019,Zero-Day Vulnerability,SaaS,Medium,45,6.7,50
2021,Misconfiguration,SaaS,Low,9,6.5,10
2022,Zero-Day Vulnerability,PaaS,High,75,2.0,82
2022,Phishing,SaaS,Medium,61,4.4,58
2022,Malware Injection,PaaS,Low,1,8.7,1
2020,Misconfiguration,SaaS,High,92,3.8,82
2024,Zero-Day Vulnerability,PaaS,Medium,77,4.6,36
2019,Supply Chain Compromise,SaaS,Medium,64,7.1,34
2020,Container Escape,PaaS,Medium,29,4.1,32
2021,Phishing,SaaS,High,63,4.2,42
2019,API Abuse,PaaS,Medium,33,6.5,16
2023,Phishing,SaaS,Low,20,4.7,17
2024,DDoS Attack,IaaS,Low,31,8.0,30
2024,Phishing,IaaS,Low,40,9.3,50
2019,Supply Chain Compromise,SaaS,Low,36,8.8,26
2023,API Abuse,IaaS,Medium,46,7.2,36
2022,API Abuse,PaaS,Medium,20,5.2,9
2022,Malware Injection,IaaS,Low,1,4.7,0
2020,DDoS Attack,PaaS,Medium,84,8.0,34
2019,API Abuse,SaaS,Low,1,10.0,1
2024,Misconfiguration,PaaS,Low,1,6.4,0
2024,Malware Injection,SaaS,Medium,40,6.4,44
2022,Malware Injection,SaaS,Low,32,8.3,17
2024,Insider Threat,PaaS,Medium,61,7.9,62
2024,Misconfiguration,IaaS,Medium,14,3.5,10
2021,Malware Injection,PaaS,Medium,33,5.8,24
2023,DDoS Attack,PaaS,High,70,5.2,45
2021,API Abuse,PaaS,Low,24,8.4,17
2023,DDoS Attack,IaaS,High,59,2.1,28
2020,Insider Threat,PaaS,Medium,28,6.1,28
2023,Malware Injection,IaaS,Medium,3,5.3,1
2023,API Abuse,IaaS,Low,1,10.0,0
2024,DDoS Attack,IaaS,Low,53,8.2,41
2019,Insider Threat,IaaS,Low,19,7.6,14
2022,DDoS Attack,SaaS,High,73,8.0,78
2022,Misconfiguration,IaaS,High,47,4.8,59
2019,Data Breach,PaaS,Low,47,7.6,43
2021,Zero-Day Vulnerability,SaaS,High,78,4.7,94
2024,Insider Threat,IaaS,High,68,8.5,53
2023,Zero-Day Vulnerability,PaaS,High,51,1.3,39
2023,Phishing,IaaS,Low,2,6.9,1
2024,Container Escape,IaaS,Medium,56,4.6,67
2023,Phishing,IaaS,Medium,25,5.6,26
2020,Data Breach,IaaS,High,82,6.9,97
2023,Container Escape,PaaS,Low,13,9.1,5
2019,DDoS Attack,SaaS,Low,1,4.6,1
2022,Supply Chain Compromise,IaaS,High,64,2.3,79
2024,Zero-Day Vulnerability,PaaS,Low,12,8.7,12
2021,Malware Injection,SaaS,Low,7,7.4,7
2024,Container Escape,PaaS,Low,30,6.5,16
2020,Insider Threat,IaaS,Medium,8,4.5,8
2023,Phishing,SaaS,Low,1,5.7,0
2022,Zero-Day Vulnerability,IaaS,Medium,60,8.0,56
2024,Insider Threat,IaaS,Medium,33,4.6,19
2022,Container Escape,SaaS,Low,26,7.7,11
2019,Supply Chain Compromise,SaaS,Medium,40,6.5,32
2023,Phishing,PaaS,High,55,4.6,55
2021,Data Breach,SaaS,Low,36,8.4,37
2021,Malware Injection,SaaS,Low,1,7.4,0
2022,Supply Chain Compromise,SaaS,Low,1,5.9,1
2020,Insider Threat,PaaS,Medium,35,6.9,43
2021,API Abuse,SaaS,Medium,28,5.3,26
2020,Insider Threat,IaaS,Low,40,5.6,26
2022,Data Breach,SaaS,High,61,4.1,72
2020,Zero-Day Vulnerability,IaaS,Low,34,5.6,22
2024,API Abuse,PaaS,Low,1,6.3,1
2023,Phishing,SaaS,Medium,47,5.6,42
2023,Misconfiguration,IaaS,Low,1,7.9,0
2019,Supply Chain Compromise,SaaS,Medium,56,6.6,64
2021,Data Breach,IaaS,Medium,25,3.7,27
2021,Phishing,PaaS,Medium,39,5.3,50
2019,API Abuse,IaaS,Low,1,9.3,0
2021,Insider Threat,IaaS,Low,8,6.5,5
2020,Supply Chain Compromise,PaaS,Medium,33,6.4,21
2020,Insider Threat,PaaS,High,51,6.8,62
2020,Data Breach,PaaS,Low,34,7.8,36
2024,Phishing,SaaS,Medium,39,3.6,45
2023,Zero-Day Vulnerability,PaaS,Medium,47,4.1,32
2022,Container Escape,IaaS,High,47,3.0,48
2022,Supply Chain Compromise,IaaS,Medium,24,5.0,25
2024,API Abuse,IaaS,Medium,9,6.0,7
2022,Zero-Day Vulnerability,IaaS,High,60,1.8,58
2024,Phishing,PaaS,Low,19,7.1,19
2021,Insider Threat,PaaS,Low,5,6.0,5
2021,Malware Injection,PaaS,Medium,49,8.8,46
2024,DDoS Attack,IaaS,High,99,5.6,62
2022,Insider Threat,PaaS,Medium,30,5.2,25
2020,DDoS Attack,SaaS,Low,23,10.0,13
2021,Misconfiguration,PaaS,High,42,5.6,44
2024,Data Breach,PaaS,High,95,2.8,99
2021,Container Escape,SaaS,Low,35,6.3,41
2021,API Abuse,IaaS,Medium,32,4.7,32
2020,Data Breach,SaaS,Medium,63,6.0,62
2022,Misconfiguration,IaaS,Low,1,6.5,0
2021,Misconfiguration,PaaS,Low,35,10.0,19
2020,Insider Threat,IaaS,Medium,29,3.1,20
2022,Malware Injection,IaaS,Medium,40,9.1,42
2024,Misconfiguration,IaaS,High,102,1.0,60
2024,Data Breach,PaaS,Medium,12,6.0,10
2023,Container Escape,SaaS,Medium,43,5.3,38
2022,API Abuse,SaaS,Low,1,5.6,1
2022,Data Breach,IaaS,Low,8,7.1,8
2019,Zero-Day Vulnerability,SaaS,Low,30,8.2,26
2019,Misconfiguration,IaaS,Low,17,8.5,9
2023,Container Escape,IaaS,Medium,32,5.1,36
2024,DDoS Attack,SaaS,Low,29,5.8,26
2024,Insider Threat,PaaS,High,60,2.4,70
2019,Malware Injection,PaaS,Medium,34,5.3,39
2021,Supply Chain Compromise,PaaS,Medium,69,4.0,64
2021,DDoS Attack,PaaS,Low,64,6.0,67
2024,Misconfiguration,IaaS,Medium,22,5.7,14
2022,Malware Injection,IaaS,Low,17,5.2,21
2020,Misconfiguration,IaaS,Low,15,5.6,18
2020,Supply Chain Compromise,SaaS,High,95,5.0,114
2024,Supply Chain Compromise,PaaS,High,64,5.0,48
2019,Misconfiguration,IaaS,Medium,18,4.2,13
2024,Container Escape,PaaS,Low,58,6.4,46
2024,Zero-Day Vulnerability,IaaS,Medium,67,8.2,43
2021,Malware Injection,PaaS,Medium,12,3.9,9
2022,Zero-Day Vulnerability,PaaS,Low,23,7.9,11
2022,Supply Chain Compromise,IaaS,Medium,39,4.5,48
2021,Malware Injection,PaaS,Low,12,5.4,10
2020,DDoS Attack,SaaS,Low,21,7.0,10
2023,Phishing,PaaS,Medium,63,7.0,51
2024,API Abuse,IaaS,Low,27,8.5,32
2020,DDoS Attack,IaaS,Low,39,6.2,29
2020,DDoS Attack,IaaS,Low,32,7.5,15
2019,Supply Chain Compromise,PaaS,Low,69,7.5,52
2022,DDoS Attack,IaaS,Medium,36,2.8,29
2024,Supply Chain Compromise,SaaS,Low,41,9.0,41
2021,Supply Chain Compromise,SaaS,Medium,57,6.2,33
2022,Malware Injection,IaaS,High,52,2.9,23
2023,Phishing,IaaS,Medium,41,7.2,22
2020,Phishing,PaaS,Low,50,9.9,39
2020,Phishing,PaaS,Medium,64,4.2,46
2024,Data Breach,IaaS,High,88,5.2,45
2024,DDoS Attack,SaaS,Medium,55,7.2,39
2023,Phishing,SaaS,Medium,45,3.9,52
2023,DDoS Attack,PaaS,Low,26,5.6,24
2020,DDoS Attack,PaaS,High,87,4.2,99
2023,Malware Injection,IaaS,Medium,43,8.5,22
2022,Data Breach,IaaS,Medium,64,3.9,74
2020,Container Escape,IaaS,Low,61,5.4,33
2024,Container Escape,SaaS,Low,34,8.3,22
2021,Malware Injection,SaaS,Low,12,6.9,14
2021,DDoS Attack,IaaS,High,67,4.8,67
2024,Malware Injection,PaaS,Low,20,4.6,18
2021,Malware Injection,PaaS,Low,42,5.8,17
2023,Malware Injection,IaaS,Low,1,6.5,1
2019,Data Breach,PaaS,Medium,55,5.9,38
2020,Insider Threat,SaaS,High,51,1.8,46
2019,Malware Injection,SaaS,High,56,6.3,28
2020,Zero-Day Vulnerability,SaaS,Medium,49,7.2,48
2024,Malware Injection,SaaS,Low,9,5.8,10
2024,Data Breach,PaaS,Medium,18,5.5,18
2023,Insider Threat,IaaS,Low,25,8.7,27
2022,Container Escape,SaaS,Low,22,6.8,19
2021,Container Escape,PaaS,Low,36,7.8,45
2024,Phishing,PaaS,High,53,7.9,39
2021,Phishing,IaaS,Low,1,7.8,0
2024,Supply Chain Compromise,SaaS,Low,1,9.5,1
2022,DDoS Attack,PaaS,Low,7,5.8,5
2020,Zero-Day Vulnerability,PaaS,Low,3,8.9,2
2021,Malware Injection,IaaS,Low,5,8.6,2
2021,Phishing,PaaS,Medium,15,4.6,9
2019,Phishing,PaaS,Medium,52,5.9,41
2021,Container Escape,IaaS,High,56,2.8,70
2022,DDoS Attack,SaaS,High,98,6.9,109
2019,Container Escape,IaaS,Medium,38,5.3,27
2021,Misconfiguration,IaaS,Low,1,7.8,1
2020,Supply Chain Compromise,PaaS,Low,43,5.4,51
2024,Zero-Day Vulnerability,IaaS,Medium,67,2.9,75
2023,Phishing,PaaS,High,44,6.0,50
2023,Zero-Day Vulnerability,IaaS,Low,19,6.1,12
2022,Misconfiguration,SaaS,High,52,6.0,48
2020,DDoS Attack,IaaS,Medium,75,4.5,75
2020,Insider Threat,SaaS,Low,15,7.2,9
2023,Insider Threat,PaaS,Low,10,6.3,10
2022,DDoS Attack,PaaS,Low,42,7.5,35
2021,Misconfiguration,IaaS,Low,12,7.7,11
2023,Malware Injection,IaaS,Medium,48,4.5,48
2020,Insider Threat,PaaS,Low,29,4.3,13
2021,API Abuse,SaaS,High,46,2.6,42
2023,Data Breach,SaaS,Low,45,8.4,46
2020,Data Breach,IaaS,Low,36,5.8,30
2022,Zero-Day Vulnerability,IaaS,Low,56,5.0,23
2019,Data Breach,IaaS,Medium,29,7.1,27
2024,Malware Injection,IaaS,Medium,10,8.5,11
2023,Data Breach,SaaS,High,88,5.7,109
2019,Data Breach,SaaS,Low,53,5.2,55
2019,Misconfiguration,SaaS,Low,43,10.0,20
2019,API Abuse,IaaS,Low,47,6.5,28
2022,Insider Threat,IaaS,High,50,3.6,46
2023,Malware Injection,IaaS,Medium,23,3.8,24
2020,DDoS Attack,PaaS,Low,9,5.8,6
2020,DDoS Attack,SaaS,Low,20,6.7,18
2024,Zero-Day Vulnerability,SaaS,Medium,39,5.4,23
2024,DDoS Attack,PaaS,Low,6,7.0,3
2019,API Abuse,PaaS,Low,1,6.9,0
2019,Supply Chain Compromise,PaaS,Low,15,7.6,18
2019,Phishing,IaaS,Low,35,7.3,35
2023,Zero-Day Vulnerability,SaaS,Medium,47,4.3,47
2020,Malware Injection,SaaS,Medium,42,4.5,49
2021,DDoS Attack,SaaS,Low,47,8.6,59
2023,DDoS Attack,IaaS,High,74,4.7,89
2019,Malware Injection,IaaS,Medium,54,3.8,51
2020,Data Breach,PaaS,Low,39,8.7,23
2020,API Abuse,SaaS,Low,11,8.0,7
2020,Container Escape,IaaS,Medium,53,4.8,32
2023,Data Breach,IaaS,Low,8,9.0,8
2021,Phishing,IaaS,Low,1,8.5,0
2019,DDoS Attack,PaaS,Low,33,6.3,28
2023,Container Escape,SaaS,Medium,53,6.0,58
2024,Insider Threat,SaaS,High,56,2.1,40
2019,Misconfiguration,SaaS,Medium,55,6.8,56
2021,Zero-Day Vulnerability,SaaS,Low,5,7.0,6
2021,Zero-Day Vulnerability,IaaS,Medium,77,5.5,96
2023,Phishing,IaaS,Low,4,8.5,3
2023,Phishing,IaaS,High,56,2.6,24
2019,Data Breach,IaaS,Low,20,7.5,24
2020,Misconfiguration,PaaS,Low,50,8.0,33
2020,DDoS Attack,IaaS,Medium,65,5.5,74
2020,Data Breach,PaaS,Low,2,7.7,0
2020,Malware Injection,PaaS,Low,1,7.8,0
2021,Container Escape,IaaS,Medium,37,3.4,47
2024,Data Breach,SaaS,High,89,5.2,61
2024,DDoS Attack,PaaS,High,67,6.8,61
2019,Misconfiguration,IaaS,Medium,58,6.9,45
2019,Data Breach,PaaS,Medium,56,6.8,48
2021,Zero-Day Vulnerability,SaaS,High,86,2.5,94
2021,Data Breach,PaaS,Low,11,8.8,8
2021,Misconfiguration,IaaS,Medium,3,3.8,2
2024,Container Escape,PaaS,Medium,49,6.8,46
2024,Insider Threat,PaaS,Medium,14,1.5,6
2023,API Abuse,IaaS,High,43,1.0,39
2023,Malware Injection,PaaS,Medium,34,3.3,21
2023,API Abuse,IaaS,Medium,42,5.6,54
2020,DDoS Attack,PaaS,Medium,79,2.7,80
2020,Data Breach,SaaS,Medium,57,3.3,29
2023,Phishing,PaaS,Low,58,6.3,56
2023,DDoS Attack,IaaS,Low,36,4.7,23
2022,Zero-Day Vulnerability,PaaS,Low,34,5.9,20
2024,Misconfiguration,IaaS,Medium,28,5.0,24
2023,DDoS Attack,PaaS,Medium,70,3.5,41
2024,Container Escape,SaaS,Low,1,6.9,0
2022,Misconfiguration,PaaS,Medium,21,4.6,20
2022,Misconfiguration,IaaS,High,58,4.1,60
